angle_knee_left,angle_knee_right,angle_hip_left,angle_hip_right,trunk_inclination,shoulder_dist,hip_dist,label,class_name
134.5292937990526,120.4950960977541,123.2256064639892,127.05920282797979,73.43248739472796,0.24193162119706907,0.14430678877894715,0,caminar_adelante
106.71917930646153,176.89980256541878,101.38889317282761,96.13151889044553,73.67206283821186,0.04331877605511457,0.015489439594238923,0,caminar_adelante
53.025243149022835,98.99764461837565,78.9669759629073,61.914164768995825,75.84542403633154,0.13004819229448059,0.0626843560799556,0,caminar_adelante
171.14412187691053,172.3474195016288,141.08715588591008,112.15224140659417,80.68185790972367,0.07297305107287273,0.0425944749741189,0,caminar_adelante
147.56165092512916,174.54096980037272,152.4625145445027,116.79899821599143,83.38492043277171,0.04645864350784324,0.01653885921335371,0,caminar_adelante
122.01518715555538,163.8996101692162,58.187464787421646,56.744017516464844,137.90925485231514,0.09859941075717087,0.06703219475332964,0,caminar_adelante
71.09318539135359,84.37725000528351,108.64912671049814,116.8079998559053,92.07320510088314,0.05713109709858577,0.03085036876911555,0,caminar_adelante
2.8449390407617416,91.43250026470609,62.390926546922174,60.01538856989834,86.46957034895269,0.10901850534085608,0.050316518493988355,0,caminar_adelante
60.14847485319712,130.7097752588163,36.22866546435316,39.04984278881779,89.86414300193151,0.05461334726865009,0.016473481827105712,0,caminar_adelante
162.12443617183501,177.46603531718839,38.44236533413651,4.544754615965677,92.21442211624951,0.1154220892209865,0.049370676328855265,0,caminar_adelante
178.9295366592663,173.20638066545234,68.90066226574119,16.87743112210198,112.6615082703283,0.15930799354335082,0.09242505993651513,0,caminar_adelante
179.1244069233962,170.65259597254888,45.55366082023671,13.752571817644252,103.64860885154437,0.12044394335835928,0.062070361244021446,0,caminar_adelante
145.88796483409016,169.43695630053722,25.920695493479748,2.5307320936843247,96.3374664360252,0.14847119069683073,0.0835502182541294,0,caminar_adelante
170.04633326287976,169.3187685734214,21.65731025370413,1.7618674015401206,92.76145861774933,0.1269380188381092,0.05137594532574737,0,caminar_adelante
152.83737705220233,175.88476963231116,21.82674379008555,2.063571665776461,105.2064349843703,0.1541515019369162,0.10298988457022194,0,caminar_adelante
159.65191007410536,176.62740462891267,20.595198787211427,1.226479515168762,100.84972557941903,0.14428305349983092,0.07959221643996535,0,caminar_adelante
166.82403472464688,174.5852576427944,27.634392460742276,4.278586222237398,100.50494698390251,0.14024712973312617,0.07324201134497386,0,caminar_adelante
154.1904491358318,131.28221500443206,8.908884403190127,13.989397385990081,99.85130907310864,0.027322625487431015,0.019188956745613533,0,caminar_adelante
151.13624680659296,140.57784978130476,16.881533890477026,25.26455161642973,100.0434155900747,0.030247369089365605,0.010565740027025462,0,caminar_adelante
