frame,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
0,0.23437388241291046,0.49751636385917664,-1.0820138454437256,0.9990095496177673,0.19349072873592377,0.46806600689888,-1.0368093252182007,0.998039722442627,0.19142557680606842,0.4397786855697632,-1.0372211933135986,0.9977986216545105,0.1897316724061966,0.4166822135448456,-1.0374481678009033,0.9977149367332458,0.20073100924491882,0.5572755932807922,-1.0547269582748413,0.9987068772315979,0.2039806991815567,0.5882472395896912,-1.0548317432403564,0.9988317489624023,0.20824457705020905,0.6189787983894348,-1.0552895069122314,0.9989783763885498,0.20061105489730835,0.39158710837364197,-0.6394192576408386,0.9967320561408997,0.23112444579601288,0.6641086339950562,-0.7131459712982178,0.9990755915641785,0.2776927947998047,0.44777578115463257,-0.9229273200035095,0.9995495676994324,0.2825697660446167,0.5526418089866638,-0.9424081444740295,0.9997254014015198,0.410235732793808,0.16672715544700623,-0.339650958776474,0.9973320364952087,0.44111526012420654,0.8379900455474854,-0.4511279761791229,0.999701976776123,0.6943851709365845,0.09605608880519867,-0.09353429824113846,0.766069769859314,0.7356603741645813,0.8738687634468079,-0.31369873881340027,0.9349884390830994,0.9408854842185974,0.07108310610055923,-0.4690791964530945,0.28981682658195496,0.9996019601821899,0.7706691026687622,-0.6497671604156494,0.6541077494621277,1.0125813484191895,0.03044484741985798,-0.5979111790657043,0.2458474338054657,1.0858529806137085,0.7856518030166626,-0.7662773132324219,0.5147911310195923,1.003975510597229,0.0735011175274849,-0.7295770049095154,0.2735811471939087,1.0703433752059937,0.7050091028213501,-0.8770660161972046,0.5723860859870911,0.9818086624145508,0.11393792927265167,-0.5323663353919983,0.3042331337928772,1.0287153720855713,0.6833683252334595,-0.697623074054718,0.5969420671463013,0.972480058670044,0.24840529263019562,0.004570255521684885,0.7962636947631836,0.9868211150169373,0.6430017948150635,-0.0030130466911941767,0.8311697244644165,1.423365831375122,0.21124771237373352,0.11529721319675446,0.13906748592853546,1.4118248224258423,0.6350983381271362,0.11759057641029358,0.1375291645526886,1.8185439109802246,0.2019311785697937,0.6859016418457031,0.020719191059470177,1.8082979917526245,0.570648729801178,0.5641952753067017,0.02308538369834423,1.8671951293945312,0.19119957089424133,0.7215306758880615,0.01918080449104309,1.859900951385498,0.5676493644714355,0.5971372127532959,0.025217145681381226,1.9431284666061401,0.2350524365901947,0.27769342064857483,0.013991695828735828,1.9267399311065674,0.5000343918800354,0.09845854341983795,0.01665886864066124
1,0.2458350658416748,0.5161092877388,-1.0857652425765991,0.9990442395210266,0.20496076345443726,0.48405230045318604,-1.0266753435134888,0.9981181621551514,0.2041456550359726,0.4576641917228699,-1.0271271467208862,0.9979135394096375,0.20361146330833435,0.43415215611457825,-1.0272822380065918,0.9978225827217102,0.20875714719295502,0.57231205701828,-1.0551016330718994,0.9987204670906067,0.21067389845848083,0.6028289794921875,-1.0553431510925293,0.9988542795181274,0.21340307593345642,0.631292998790741,-1.0559706687927246,0.9989716410636902,0.21873968839645386,0.4140043258666992,-0.618762731552124,0.996890127658844,0.23450519144535065,0.6782326102256775,-0.7073465585708618,0.999076783657074,0.292886883020401,0.4748023748397827,-0.9136778712272644,0.9995560646057129,0.2956840693950653,0.5728535652160645,-0.9474449157714844,0.9997205138206482,0.42448174953460693,0.19482435286045074,-0.24277928471565247,0.99756920337677,0.46255066990852356,0.8540704846382141,-0.4447403848171234,0.9996780157089233,0.7008859515190125,0.10309924930334091,-0.03722987323999405,0.7847430109977722,0.7472391128540039,0.8557690978050232,-0.3043433129787445,0.9398823976516724,0.938572108745575,0.10897648334503174,-0.5140701532363892,0.34700411558151245,0.9975828528404236,0.7222848534584045,-0.6845349669456482,0.6775762438774109,1.0044127702713013,0.0841025710105896,-0.6494618058204651,0.2996629476547241,1.0831379890441895,0.7313187718391418,-0.806110680103302,0.5413737893104553,0.996692955493927,0.12874408066272736,-0.7773807048797607,0.3281075060367584,1.066570520401001,0.658440351486206,-0.9172399640083313,0.5962297916412354,0.9753749966621399,0.15881210565567017,-0.576706051826477,0.3528764843940735,1.0250993967056274,0.6447643637657166,-0.7296929955482483,0.6161333918571472,0.9754785299301147,0.25745153427124023,0.009391828440129757,0.7997857928276062,0.999631941318512,0.6388844847679138,-0.008105967193841934,0.8318924903869629,1.4149353504180908,0.20932498574256897,0.06585931032896042,0.1451306939125061,1.4075433015823364,0.6168508529663086,-0.014633416198194027,0.135965034365654,1.814818263053894,0.18433423340320587,0.6014153361320496,0.023173760622739792,1.8053383827209473,0.5476457476615906,0.3554075062274933,0.025301948189735413,1.8638243675231934,0.1774456650018692,0.6283830404281616,0.02125770039856434,1.859377145767212,0.5451017618179321,0.3743031322956085,0.029538871720433235,1.9381067752838135,0.2088884562253952,0.16126376390457153,0.014525499194860458,1.9192471504211426,0.4703747630119324,-0.14999106526374817,0.0179455503821373
2,0.25546300411224365,0.5256632566452026,-1.2235910892486572,0.999049723148346,0.21523727476596832,0.4954221248626709,-1.1651688814163208,0.9981628060340881,0.21302343904972076,0.468679815530777,-1.1656771898269653,0.9979915022850037,0.21093441545963287,0.443682461977005,-1.1658265590667725,0.9978960156440735,0.22096660733222961,0.5803042650222778,-1.1956393718719482,0.9986963272094727,0.22312019765377045,0.6104614734649658,-1.195948839187622,0.99882972240448,0.2254645973443985,0.6372648477554321,-1.196569800376892,0.9989177584648132,0.22113929688930511,0.42286935448646545,-0.6935936212539673,0.9970331192016602,0.2407863289117813,0.6801841259002686,-0.8216224908828735,0.9990353584289551,0.29513081908226013,0.4770008325576782,-1.0340722799301147,0.9995524287223816,0.30140745639801025,0.5760101675987244,-1.0717869997024536,0.9997000694274902,0.4242710769176483,0.20062030851840973,-0.26119062304496765,0.9977709650993347,0.4643734097480774,0.8535783290863037,-0.4835782051086426,0.9996163249015808,0.6995341777801514,0.1277737319469452,-0.06375344097614288,0.8014493584632874,0.7497190237045288,0.8335406184196472,-0.2948478162288666,0.94366455078125,0.9381282329559326,0.12515847384929657,-0.5343226194381714,0.39779454469680786,0.9948429465293884,0.7166849374771118,-0.6458409428596497,0.6927980184555054,1.0079127550125122,0.09531032294034958,-0.6598986387252808,0.34700319170951843,1.0768707990646362,0.7261706590652466,-0.756443440914154,0.5578262805938721,1.001778483390808,0.14171068370342255,-0.7918607592582703,0.3755979835987091,1.054187297821045,0.6584658026695251,-0.8777622580528259,0.6109610199928284,0.9759217500686646,0.17111584544181824,-0.596660315990448,0.3955826461315155,1.0161877870559692,0.643406093120575,-0.6953592896461487,0.6270806193351746,0.977506697177887,0.2573908865451813,0.009509331546723843,0.809130072593689,1.0068416595458984,0.6363561749458313,-0.00836106762290001,0.8384413123130798,1.406869888305664,0.20744411647319794,0.0945778340101242,0.16004027426242828,1.4013934135437012,0.603547215461731,0.01566431298851967,0.14222247898578644,1.7983248233795166,0.17517398297786713,0.677160918712616,0.02727544866502285,1.7984983921051025,0.5301344990730286,0.4438931345939636,0.029692916199564934,1.8433947563171387,0.17017953097820282,0.7078344821929932,0.02450650930404663,1.8499958515167236,0.524744987487793,0.46769124269485474,0.03762491047382355,1.9172438383102417,0.19864420592784882,0.22367215156555176,0.01590629853308201,1.9059727191925049,0.45870697498321533,-0.06911276280879974,0.02076803706586361
3,0.25159505009651184,0.5355509519577026,-1.1373158693313599,0.9990677833557129,0.21044062077999115,0.5012063980102539,-1.0826776027679443,0.9982292056083679,0.20927222073078156,0.473301500082016,-1.0830680131912231,0.9980784058570862,0.208600714802742,0.44983500242233276,-1.083316445350647,0.9979832172393799,0.21505403518676758,0.5857329368591309,-1.1032178401947021,0.9987123608589172,0.21768800914287567,0.6153435111045837,-1.1034194231033325,0.9988426566123962,0.22037503123283386,0.6427486538887024,-1.1040033102035522,0.9989200234413147,0.22308608889579773,0.42135852575302124,-0.6615206599235535,0.997177243232727,0.23919819295406342,0.6798694729804993,-0.740294337272644,0.9990341067314148,0.2915668487548828,0.4837152659893036,-0.9691532850265503,0.9995614290237427,0.29810813069343567,0.5843479037284851,-0.992832362651825,0.999699056148529,0.4315173029899597,0.19998390972614288,-0.28118667006492615,0.9979402422904968,0.4608668386936188,0.8520428538322449,-0.44482704997062683,0.9995962381362915,0.7091981172561646,0.13122683763504028,-0.07078590989112854,0.8173428177833557,0.745885968208313,0.8370603919029236,-0.2600550949573517,0.9470089077949524,0.9373495578765869,0.13616052269935608,-0.495840460062027,0.4404105842113495,0.9779028296470642,0.7306094765663147,-0.6180303692817688,0.7080584764480591,1.002284288406372,0.10485652834177017,-0.6122360825538635,0.38478875160217285,1.0576115846633911,0.7323143482208252,-0.7333605289459229,0.5755792856216431,0.9931955337524414,0.15666081011295319,-0.735019326210022,0.4137338399887085,1.0351417064666748,0.6602807641029358,-0.842944324016571,0.6265391111373901,0.9723879098892212,0.18695080280303955,-0.5528285503387451,0.4301778972148895,0.9943889379501343,0.6488990783691406,-0.6648033857345581,0.6391295194625854,0.9770154356956482,0.2583841383457184,0.00845887791365385,0.8201825022697449,1.0060362815856934,0.6355054974555969,-0.007167702540755272,0.8468950986862183,1.3936296701431274,0.22123999893665314,0.13142943382263184,0.16632845997810364,1.3853005170822144,0.6134164929389954,0.06365660578012466,0.14504802227020264,1.774978756904602,0.1890072375535965,0.7261420488357544,0.028658483177423477,1.7761006355285645,0.5311009883880615,0.49645721912384033,0.03175410255789757,1.8200486898422241,0.18521670997142792,0.7595847845077515,0.025729643180966377,1.826722264289856,0.5330950021743774,0.5213978290557861,0.04168464615941048,1.8965952396392822,0.22214195132255554,0.2906228005886078,0.016091233119368553,1.8857558965682983,0.4686039984226227,-0.001273255213163793,0.021533675491809845
4,0.24708250164985657,0.5314658880233765,-1.1055461168289185,0.9990927577018738,0.20614062249660492,0.4981827437877655,-1.0513696670532227,0.998288094997406,0.205320805311203,0.47162413597106934,-1.0517200231552124,0.9981629848480225,0.20461300015449524,0.4503050744533539,-1.0520023107528687,0.9980539679527283,0.2096884846687317,0.5827912092208862,-1.0721209049224854,0.9987324476242065,0.21149812638759613,0.6129889488220215,-1.0723057985305786,0.9988711476325989,0.21349959075450897,0.6413449048995972,-1.0728957653045654,0.9989318251609802,0.2192348837852478,0.4193488657474518,-0.6292564272880554,0.9972798228263855,0.23242315649986267,0.6790089011192322,-0.7279420495033264,0.9990538358688354,0.28896602988243103,0.47948455810546875,-0.9481443166732788,0.9995715022087097,0.2950476109981537,0.5810821056365967,-0.9658058881759644,0.9997059106826782,0.4328058362007141,0.201786607503891,-0.26064538955688477,0.9981018900871277,0.45675233006477356,0.8540462851524353,-0.45591744780540466,0.9995965957641602,0.7090384364128113,0.14458099007606506,-0.05889742821455002,0.8291940093040466,0.7487091422080994,0.8391550779342651,-0.3152505159378052,0.9504743218421936,0.9374291300773621,0.12995979189872742,-0.502330482006073,0.4759432077407837,0.9783895015716553,0.7322986721992493,-0.7063310146331787,0.725799560546875,1.0049092769622803,0.10008914023637772,-0.6271221041679382,0.41560304164886475,1.059127926826477,0.7428178787231445,-0.8319025635719299,0.5967696309089661,0.9973922967910767,0.14840316772460938,-0.7461482286453247,0.44562679529190063,1.04073965549469,0.6677150726318359,-0.9379457831382751,0.6457082033157349,0.973150908946991,0.17983731627464294,-0.5597262978553772,0.45831313729286194,0.9954026341438293,0.6518517136573792,-0.7504332661628723,0.6549672484397888,0.9790677428245544,0.260016530752182,0.015860386192798615,0.8303807973861694,1.0027347803115845,0.6360160112380981,-0.014885922893881798,0.8542859554290771,1.3834116458892822,0.23274970054626465,0.20808538794517517,0.1819397509098053,1.3798879384994507,0.6232611536979675,0.11993702501058578,0.14703378081321716,1.745674729347229,0.19671322405338287,0.7962755560874939,0.03341066837310791,1.7469373941421509,0.5344350934028625,0.6122281551361084,0.034732818603515625,1.7928249835968018,0.19254224002361298,0.8431997895240784,0.0295768603682518,1.79743230342865,0.539328396320343,0.6450169086456299,0.047538600862026215,1.8653066158294678,0.2312610000371933,0.3901890516281128,0.017492035403847694,1.8537198305130005,0.4751763939857483,0.1490819752216339,0.023123856633901596
5,0.2365364283323288,0.5276393294334412,-1.0941227674484253,0.9990800023078918,0.19449898600578308,0.49512413144111633,-1.0418001413345337,0.9982722997665405,0.19389215111732483,0.47022220492362976,-1.0420552492141724,0.9981831312179565,0.19384761154651642,0.44927290081977844,-1.0424214601516724,0.998042643070221,0.199207603931427,0.5808271169662476,-1.0567293167114258,0.9986914396286011,0.20144709944725037,0.6111617088317871,-1.0569225549697876,0.9988527894020081,0.2047860324382782,0.6398126482963562,-1.0575101375579834,0.9988890886306763,0.21446175873279572,0.4172200858592987,-0.6175258755683899,0.9972766041755676,0.22984100878238678,0.6804700493812561,-0.7259580492973328,0.9990333914756775,0.278565376996994,0.4742918312549591,-0.9446353316307068,0.9995665550231934,0.2849537432193756,0.578301191329956,-0.9532329440116882,0.9997023344039917,0.42964082956314087,0.20192813873291016,-0.27442434430122375,0.9982450008392334,0.4575270116329193,0.8545850515365601,-0.4630848467350006,0.9995989203453064,0.7078513503074646,0.1291787177324295,-0.06739641726016998,0.8402922749519348,0.7504845261573792,0.8421149849891663,-0.3129688501358032,0.9537560343742371,0.9345948696136475,0.11783845722675323,-0.5210198760032654,0.5096505284309387,0.9835433959960938,0.7539644241333008,-0.662154495716095,0.7424725890159607,0.9996811151504517,0.0979524776339531,-0.6420732736587524,0.4445864260196686,1.0639984607696533,0.7699550986289978,-0.7750675678253174,0.6159823536872864,0.9923827052116394,0.14364737272262573,-0.7561566829681396,0.4751405417919159,1.053525447845459,0.6913980841636658,-0.882172167301178,0.6631572246551514,0.9712438583374023,0.1720309555530548,-0.5757019519805908,0.4848468601703644,1.012337327003479,0.6710942387580872,-0.7065292000770569,0.6699396371841431,0.9776644110679626,0.25681665539741516,0.016145184636116028,0.838517963886261,1.0023977756500244,0.6354751586914062,-0.015302794054150581,0.8605457544326782,1.371488332748413,0.22979730367660522,0.22763298451900482,0.18661101162433624,1.374065637588501,0.6229837536811829,0.13940086960792542,0.14397934079170227,1.7276381254196167,0.19451218843460083,0.8126707673072815,0.03476269543170929,1.7312638759613037,0.5424900054931641,0.6584897637367249,0.035028643906116486,1.7773551940917969,0.19048672914505005,0.8469391465187073,0.03048696182668209,1.7823996543884277,0.543918788433075,0.6948114633560181,0.04905208200216293,1.8456003665924072,0.2254416048526764,0.42308324575424194,0.017853543162345886,1.8376103639602661,0.4785890281200409,0.20631620287895203,0.0232642013579607
6,0.23606617748737335,0.5245855450630188,-1.0690960884094238,0.9991231560707092,0.19533471763134003,0.4917505383491516,-1.009091854095459,0.9983678460121155,0.19483178853988647,0.46789833903312683,-1.0094696283340454,0.9982982873916626,0.19472935795783997,0.4458913803100586,-1.0096845626831055,0.9981582760810852,0.2007114738225937,0.5781459212303162,-1.0439651012420654,0.9987435936927795,0.20329396426677704,0.609009325504303,-1.0441216230392456,0.9989009499549866,0.20671552419662476,0.6379345059394836,-1.0446804761886597,0.998920738697052,0.21856197714805603,0.4140600562095642,-0.5796297788619995,0.997443437576294,0.23392894864082336,0.6799525618553162,-0.7174892425537109,0.9990714192390442,0.2784806191921234,0.4701015055179596,-0.9088176488876343,0.9995881915092468,0.28404462337493896,0.5777816772460938,-0.9483371376991272,0.999714732170105,0.4316911995410919,0.20832446217536926,-0.2642141878604889,0.9983927011489868,0.4588415026664734,0.8557537794113159,-0.4607296884059906,0.9995967745780945,0.7068389654159546,0.12700580060482025,-0.07320930063724518,0.8517959713935852,0.7495329976081848,0.8501610159873962,-0.3047919273376465,0.9570410251617432,0.931570291519165,0.1108492985367775,-0.5475484728813171,0.5468658804893494,0.9835360646247864,0.7582686543464661,-0.6389866471290588,0.7583366632461548,0.9965473413467407,0.09090700000524521,-0.6740214824676514,0.48029083013534546,1.0644692182540894,0.7671459317207336,-0.7463184595108032,0.6344800591468811,0.9917260408401489,0.13819636404514313,-0.7871273756027222,0.5104856491088867,1.0546005964279175,0.6867820620536804,-0.8573375940322876,0.6797007322311401,0.9706685543060303,0.16798308491706848,-0.6025440096855164,0.5172048807144165,1.01253080368042,0.6696102619171143,-0.6876583099365234,0.6842268705368042,0.9766499400138855,0.2625149190425873,0.019070709124207497,0.8488155603408813,1.002078652381897,0.6354787945747375,-0.01837393455207348,0.8686866164207458,1.361519455909729,0.23506948351860046,0.2302580177783966,0.19784268736839294,1.3657962083816528,0.6231666803359985,0.14054426550865173,0.14653967320919037,1.709833025932312,0.19468443095684052,0.832274317741394,0.03846830502152443,1.7154122591018677,0.547676146030426,0.6574838757514954,0.037166040390729904,1.7583423852920532,0.190425843000412,0.8738221526145935,0.033300723880529404,1.7655688524246216,0.5481090545654297,0.6929207444190979,0.052733201533555984,1.8254190683364868,0.22403985261917114,0.4295876920223236,0.018932854756712914,1.819037914276123,0.48217931389808655,0.20983265340328217,0.024325719103217125
7,0.2352214753627777,0.5228160619735718,-1.0689263343811035,0.9991158843040466,0.1956474483013153,0.4912451207637787,-1.0098216533660889,0.9983771443367004,0.1949569135904312,0.4680354595184326,-1.0101944208145142,0.9983270168304443,0.19467228651046753,0.4453105926513672,-1.010424256324768,0.998176097869873,0.20102377235889435,0.5767500996589661,-1.0415570735931396,0.9987271428108215,0.20357252657413483,0.6074380874633789,-1.041719675064087,0.9988930225372314,0.20609831809997559,0.6363125443458557,-1.042299747467041,0.9989039897918701,0.2170407921075821,0.4131145775318146,-0.5804136991500854,0.9974772930145264,0.23049794137477875,0.6789575219154358,-0.7145079374313354,0.9990566968917847,0.278581440448761,0.46885889768600464,-0.9079354405403137,0.9995880126953125,0.2832927107810974,0.5757660269737244,-0.9444272518157959,0.9997132420539856,0.4325484037399292,0.2046692818403244,-0.27658921480178833,0.9985008239746094,0.4571685194969177,0.8557124733924866,-0.4597597122192383,0.9995900988578796,0.706519365310669,0.12261855602264404,-0.0913657397031784,0.861066460609436,0.7486893534660339,0.8648669123649597,-0.29187431931495667,0.9595137238502502,0.9292561411857605,0.11609680950641632,-0.5252991318702698,0.5681045651435852,0.9792188405990601,0.7589311599731445,-0.6379395723342896,0.7669970989227295,0.994604766368866,0.09607578814029694,-0.6398190259933472,0.49667391180992126,1.0590568780899048,0.7787474989891052,-0.7411271929740906,0.6424598693847656,0.9907724261283875,0.14412154257297516,-0.7494557499885559,0.5278633832931519,1.0484857559204102,0.6971281170845032,-0.8371390104293823,0.6872349381446838,0.9693117141723633,0.17458583414554596,-0.5776152014732361,0.5315802097320557,1.0093038082122803,0.6711158752441406,-0.6768822073936462,0.6894921660423279,0.9763928055763245,0.2680928111076355,0.014333406463265419,0.8514777421951294,1.0013843774795532,0.639933168888092,-0.013872295618057251,0.8703833818435669,1.3615930080413818,0.24304817616939545,0.2254403680562973,0.2019529789686203,1.366265058517456,0.6362168192863464,0.13166896998882294,0.14710474014282227,1.7144908905029297,0.2061341106891632,0.8262320160865784,0.040835049003362656,1.7204443216323853,0.569137692451477,0.6210858821868896,0.038534097373485565,1.7643944025039673,0.20169226825237274,0.8657599687576294,0.03432215005159378,1.771085262298584,0.5670999884605408,0.6532781720161438,0.05544427037239075,1.8335081338882446,0.23590488731861115,0.42874622344970703,0.019261140376329422,1.829923391342163,0.5054262280464172,0.16343680024147034,0.024703234434127808
8,0.235489159822464,0.5228701829910278,-1.0685757398605347,0.9990682005882263,0.19558706879615784,0.4925219416618347,-1.0124679803848267,0.9983146786689758,0.19452092051506042,0.4701034128665924,-1.01286780834198,0.9982925653457642,0.1938929706811905,0.4464283883571625,-1.013139247894287,0.9981192946434021,0.20241159200668335,0.5761973857879639,-1.0401400327682495,0.998643159866333,0.20548947155475616,0.6063828468322754,-1.0402830839157104,0.9988247156143188,0.20807404816150665,0.635283887386322,-1.0408836603164673,0.9988270998001099,0.2165701538324356,0.4117705225944519,-0.5924666523933411,0.9974338412284851,0.23333702981472015,0.6782422661781311,-0.7100051641464233,0.9990012645721436,0.2781849503517151,0.46943962574005127,-0.9077441096305847,0.9995768666267395,0.2826572358608246,0.5743738412857056,-0.9413844347000122,0.9997018575668335,0.43549033999443054,0.19711698591709137,-0.29364213347435,0.9985913634300232,0.45442360639572144,0.8518248796463013,-0.4521161913871765,0.999586820602417,0.7078879475593567,0.11893229931592941,-0.11469216644763947,0.8688721656799316,0.7477140426635742,0.8715503215789795,-0.2800326943397522,0.9616221189498901,0.9315299391746521,0.12047630548477173,-0.531734824180603,0.5866314172744751,0.9804102778434753,0.7697675824165344,-0.6311658620834351,0.7753995060920715,0.9947811961174011,0.10093668848276138,-0.6447564363479614,0.5112437009811401,1.0611069202423096,0.7969903945922852,-0.7302341461181641,0.6507918834686279,0.9926053285598755,0.14940285682678223,-0.7543609142303467,0.5435172915458679,1.0521962642669678,0.709264874458313,-0.828757643699646,0.6949874758720398,0.9749130606651306,0.1788950115442276,-0.5832023620605469,0.5446661710739136,1.0146678686141968,0.6802800297737122,-0.6706956624984741,0.6956203579902649,0.9768435955047607,0.273410439491272,0.012719020247459412,0.854337751865387,1.000713586807251,0.6465424299240112,-0.012318744324147701,0.8725548386573792,1.362964391708374,0.2578408122062683,0.22754579782485962,0.20869210362434387,1.3654186725616455,0.657230019569397,0.14033646881580353,0.150630921125412,1.7121280431747437,0.2238694131374359,0.8364725112915039,0.04264204576611519,1.7163206338882446,0.5879033803939819,0.6467158794403076,0.039337944239377975,1.7612419128417969,0.21782100200653076,0.8787443041801453,0.03517165035009384,1.7660316228866577,0.5816613435745239,0.6817225217819214,0.05839433893561363,1.8313223123550415,0.2632201015949249,0.44241705536842346,0.019185636192560196,1.8269962072372437,0.5278026461601257,0.19310961663722992,0.024721695110201836
9,0.23353655636310577,0.5227113962173462,-1.092190146446228,0.9988998770713806,0.19405055046081543,0.4919670522212982,-1.0375646352767944,0.9980478286743164,0.19348016381263733,0.46925151348114014,-1.0379987955093384,0.9980679750442505,0.19341066479682922,0.4447802007198334,-1.0383182764053345,0.9978412389755249,0.20070217549800873,0.5754185914993286,-1.0621142387390137,0.9983583092689514,0.20419304072856903,0.6055951714515686,-1.0623202323913574,0.9986007213592529,0.2071905881166458,0.6346549391746521,-1.0630130767822266,0.998588502407074,0.2168051302433014,0.40931180119514465,-0.6129615306854248,0.9970881938934326,0.23133106529712677,0.6779301762580872,-0.7192521691322327,0.9988133311271667,0.2763254940509796,0.4698650538921356,-0.9261140823364258,0.9995149374008179,0.28070786595344543,0.5733457207679749,-0.9563135504722595,0.9996482133865356,0.4336584508419037,0.19706057012081146,-0.29504117369651794,0.9986308813095093,0.451337993144989,0.8482714891433716,-0.4510926902294159,0.999561071395874,0.7057058215141296,0.12006335705518723,-0.11111105233430862,0.8744465112686157,0.7354066967964172,0.8783682584762573,-0.27802982926368713,0.9637283086776733,0.9306174516677856,0.12401481717824936,-0.5285124182701111,0.5989620685577393,0.968750536441803,0.797660231590271,-0.6223627924919128,0.783855140209198,0.9957717061042786,0.09821998327970505,-0.6316747069358826,0.5191031098365784,1.0507419109344482,0.819219708442688,-0.7237552404403687,0.6586369276046753,0.9932698607444763,0.14535368978977203,-0.7507673501968384,0.5524658560752869,1.044013500213623,0.7309883236885071,-0.8245190382003784,0.7023331522941589,0.9749313592910767,0.17667752504348755,-0.5773022770881653,0.5512333512306213,1.0084511041641235,0.7030218243598938,-0.6635439991950989,0.7012619376182556,0.9692983031272888,0.2736862301826477,0.01038057915866375,0.8557918667793274,0.996863067150116,0.6474048495292664,-0.010026803240180016,0.8738211393356323,1.3544299602508545,0.2643759250640869,0.2065904438495636,0.21019339561462402,1.3552056550979614,0.6691898703575134,0.1250552088022232,0.15132926404476166,1.7003424167633057,0.2351381927728653,0.8413574695587158,0.04314310476183891,1.7041479349136353,0.6017304062843323,0.6449964046478271,0.03987571969628334,1.7487455606460571,0.2292248010635376,0.8836456537246704,0.03485625237226486,1.7528667449951172,0.59437495470047,0.6806272268295288,0.06040751934051514,1.8193762302398682,0.2757568061351776,0.4407600164413452,0.018773414194583893,1.8158665895462036,0.5390759706497192,0.17958736419677734,0.024713655933737755
